timestamp,component,side,joint,joint_index,sdk_method,baseline_value_rad,delta_rad,target_value_rad,target_value_deg,direction_type,observation,note,executed,status,error_message
2026-05-18T10:21:37,right_arm,right,wrist_yaw,6,set_wrist_yaw,0.000000,0.250000,0.250000,14.32,positive_delta,向身体外侧,向外偏转,true,ok,
2026-05-18T10:21:56,right_arm,right,wrist_yaw,6,set_wrist_yaw,0.000000,0.250000,-0.250000,-14.32,negative_delta,向身体内侧,右手手腕向内偏转,true,ok,
